brand_EN,brand_CH,product,score
ALBION,,賦活彈力滲透乳IA Infinesse Moisture Milk IA,5.2
ALBION,,活潤透白超晶能滲透乳II EXAGE White White Crystal Milk II,5.0
,元氣堂,微晶美白珍珠滲透乳,4.8
Chrono Affection,時間寵愛,八分子玻尿酸導入精華乳 Eight Molecule Hyaluronic Acid Lead-In Emulsion,4.4
xantia,桑緹亞,前導激活拍拍乳 Advanced Revitalizing Emulision,3.8
COVERMARK,,CM 前導乳,3.3
Chrono Affection,時間寵愛,八分子玻尿酸導入水凝霜 Eight Molecule Hyaluronic Acid Lead-In Cream,2.6
Predia,,[海外販售] スパ トーナー,0.0
too cool for school,,24K黃金逆齡煥膚棒,0.0
TAIYEN,台塩生技,肌鑰導入乳,0.0
R.rouge,愛美肌,長效鎖水保濕舒緩滲透乳 Moisture & Repair Hydrating  Emulsion,0.0
SUISSE PROGRAMME,葆麗美,活肌水凝導入噴霧,0.0
HADA RiKi,,玻尿酸導入型保養面霜,0.0
CLARINS,克蘭詩,超級精華-黃金雙激萃,6.4
LANCOME,蘭蔻,激光煥白素顏精華,6.3
KIEHL`S,契爾氏,激光極淨白淡斑精華 Clearly Corrective Dark Spot Solution,6.2
Whoo,后,重生秘帖,6.2
Estee Lauder,雅詩蘭黛,特潤超導修護露,6.2
LANCOME,蘭蔻,超進化肌因賦活露 Advanced GENIFIQUE Youth Activating  Concentrate,6.2
SOFINA,蘇菲娜,iP土台美容液,6.1
LANCOME,蘭蔻,激光煥白精華玫瑰露升級版,6.1
L`OREAL PARiS,巴黎萊雅,青春密碼酵素肌底調理精華,6.1
SK-II品牌活動中,,R.N.A.超肌能緊緻彈力精萃,6.1
Sulwhasoo,雪花秀,潤燥精華EX,6.1
AVIVA,,完美多能量精華液,6.1
SK-II品牌活動中,,青春露 Facial Treatment Essence,6.1
VICHY,薇姿,M89火山能量微精華,6.0
LANCOME,蘭蔻,激光煥白淨斑精華升級版,6.0
su:m37,甦秘,青春奇蹟活酵肌秘露,6.0
SK-II品牌活動中,,超肌因鑽光淨白精華,6.0
LA ROCHE-POSAY,理膚寶水,水感全效超保濕精華 HYDRAPHASE Empowering Thermal Water Essence,6.0
SHISEIDO,資生堂-國際櫃,紅妍肌活露,6.0
Neogence,霓淨思,玻尿酸保濕原液,6.0
AQUA LABEL,水之印,彈力按摩精華液,6.0
Elizabeth Arden,伊麗莎白雅頓,CLX黃金導航膠囊,6.0
Aesop,,香芹籽抗氧化精華 Parsley Seed Anti-oxidant Serum,6.0
Elizabeth Arden,伊麗莎白雅頓,新生代時空膠囊,6.0
L`OREAL PARiS,巴黎萊雅,活力緊緻積雪草修護奇蹟露,5.9
,Zephyrine初時肌,鎖時恆星精華液,5.9
Paula`s Choice,寶拉珍選,青春光采美白精華液,5.9
Greenvines,綠藤生機,純粹保濕精華液,5.9
THE FACE SHOP,菲詩小舖,蘂花譚韓本亮采精華液,5.9
DR.WU,達爾膚醫美保養系列,多肽緊緻修護精華液,5.9
FORTE,台塑生醫,經典風華回齡精華液N,5.9
GIORGIO ARMANI,亞曼尼,訂製光智慧保濕彈潤精華 PRIMA SMART MOISTURE SERUM,5.9
CLARINS,克蘭詩,智慧美白淡斑精華 White Plus Tri-Intensive Brightening Serum,5.9
KIEHL`S,契爾氏,早安煥采能量精露 Daily Reviving Concentrate,5.9
Avene,雅漾,舒敏修護保濕精華乳,5.9
DR.WU,達爾膚醫美保養系列,玻尿酸保濕精華液 INTENSIVE HYDRATING SERUM WITH  HYALURONIC ACID,5.9
Estee Lauder,雅詩蘭黛,超未來立體緊緻精華 New Dimension Shape + Fill Expert Serum,5.9
Vecs Gardenia,嘉丹妮爾,舒敏角鯊潤澤精萃,5.9
Estee Lauder,雅詩蘭黛,微分子肌底原生露,5.9
AYURA,,美活沙活顏鎖時按摩精萃(彈力版),5.9
YSL,聖羅蘭,逆齡肌密綻白精華液 FOREVER LIGHT CREATOR SERUM,5.9
SANOFI,賽諾菲,維詩朵高濃度玻尿酸精萃原液 Viscontour Serum,5.9
KIEHL`S,契爾氏,深夜奇肌修護精露,5.9
Dr Sebagh,賽貝格,高效撫紋精華 Serum Repair,5.9
Cosme Decorte,黛珂,保濕美容液,5.9
Mad Hippie,,維生素A10種活萃緊緻抗皺精華 Vitamin A Serum with 10 Actives,5.8
L`OREAL PARiS,巴黎萊雅,玻尿酸抗皺微導彈潤精華,5.8
LANEIGE,蘭芝,水酷肌因保濕精華,5.8
SK-II品牌活動中,,超肌因阻黑淨斑精華 Genoptics Spot Essence,5.8
L`OREAL PARiS,巴黎萊雅,玻尿酸抗皺微導精華,5.8
Avene,雅漾,全效活泉保濕精華,5.8
SK-II品牌活動中,,青春奇蹟噴霧精華,5.8
KIEHL`S,契爾氏,DEJ高效緊緻精華 Precision Lifting & Pore-Tightening Concentrate,5.8
Neogence,霓淨思,全能緊緻精華,5.8
KIEHL`S,契爾氏,超彈潤青春水精華,5.8
FOR BELOVED ONE,寵愛之名,三分子玻尿酸藍銅精華,5.8
CLARINS,克蘭詩,抗引力精華 Shaping Facial Lift Total V Contouring Serum,5.8
belif,,洋甘菊循環精露,5.8
Biotherm,碧兒泉,奇蹟活源精露 Life Plankton Essence,5.8
SK-II品牌活動中,,肌源新生賦活精萃 STEMPOWER Beauty Essence,5.8
LA MELIVEYA,蜜莉微雅,激光美白精華,5.8
Dr. Hsieh,達特醫,玻尿酸長效保濕精華液 Hyaluronic Acid Long-Term Hydrating Essence,5.8
Dr. Hsieh,達特醫,10%杏仁酸深層煥膚精華 10% Mandelic Acid Home-Peeling Liquid,5.8
Neogence,霓淨思,玻尿酸保濕精華,5.8
FOR BELOVED ONE,寵愛之名,三分子玻尿酸保濕精華,5.8
YSL,聖羅蘭,逆齡肌密精華液 FOREVER YOUTH LIBERATOR SERUM,5.8
LANCOME,蘭蔻,脈沖光美白精華,5.8
SK-II品牌活動中,,男士活能青春露,5.8
LA ROCHE-POSAY,理膚寶水,柔理可極效舒緩保濕精華 ROSALIAC AR INTENSE,5.8
LA ROCHE-POSAY,理膚寶水,多容安極效舒緩修護精華乳(潤澤型) TOLERIANE Ultra,5.8
Soo Rye Han,秀麗韓,酵 飛燕御藏精華,5.8
LA ROCHE-POSAY,理膚寶水,青春雙效角質調理精華 EFFACLAR DUO,5.8
kuanyuanlian,廣源良,菜瓜洗敷精華露,5.8
MISSHA,,DSW戀水肌 沁新爽膚精華,5.8
GUERLAIN,嬌蘭,超時空水合彈力精華素,5.8
Sonia Rykiel,,超高效儲水精華 HYDRA PREMIER,5.8
Chantecaille,香緹卡,花妍活膚精華液 Vital Essence,5.8
SK-II品牌活動中,,青春精華露 Facial Treatment Repair C,5.8
Biotherm,碧兒泉,水光保濕雙精華,5.7
LANCOME,蘭蔻,超緊顏白金淡斑精粹,5.7
Dr.HUANG,,保濕精華液,5.7
THE FACE SHOP,菲詩小舖,蘂花譚雪丹純白精華液,5.7
CLINIQUE,倩碧,水磁場微分子保濕精華,5.7
LANEIGE,蘭芝,晶透潤白淡斑安瓶精華,5.7
VICHY,薇姿,源生白光潤精華,5.7
FRANCENA,法蘭西娜,柔敏修護保濕精華 Moisture Repair Essence,5.7
DR.WU,達爾膚醫美保養系列,杏仁酸溫和煥膚精華,5.7
OLAY,歐蕾,高效透白光塑淡斑精華,5.7
LANCOME,蘭蔻,菁萃亮妍能量精華,5.7
Paula`s Choice,寶拉珍選,全效柔敏舒緩精華液,5.7
CLINIQUE,倩碧,勻淨科研淡斑修護雙精萃 Even Better Clinical Dark Spot Corrector & Optimizer,5.7
LANEIGE,蘭芝,完美新生肌能露 Perfect Renew Regenerator,5.7
reSKINZ,蕊肌,超飽水保濕精華 Moisture Activator Serum,5.7
,上善如水,透白保濕精華液 Moisture Essence,5.7
SK-II品牌活動中,,青春奇蹟噴霧精華(清新舒緩),5.7
DR.WU,達爾膚醫美保養系列,玻尿酸保濕精華液(清爽型),5.7
VICHY,薇姿,淨膚透白精華,5.7
THREE品牌活動中,,平衡淨白精華液 BALANCING WHITE CLEAR ESSENCE,5.7
DR.WU,達爾膚醫美保養系列,超彈力緊緻精華露,5.7
SK-II品牌活動中,,肌光極效超淨斑精華 Whitening Power Spot Specialist,5.7
L`OREAL PARiS,巴黎萊雅,激光煥膚精華,5.7
DR.WU,達爾膚醫美保養系列,杏仁酸溫和煥膚精華6% Intensive Renewal Serum With Mandelic Acid 6%,5.7
AYURA,,一週瞬效調理精華蜜強化版,5.7
VICHY,薇姿,R激光賦活精華 LIFTACTIV Derm Source Serum 10,5.7
LANCOME,蘭蔻,鐳射光瞬白精華 BLANCEXPERTMELANOLYSER&#8482,5.7
,23.5°N北緯研製,紅薏仁白潤精華液,5.7
Darphin,朵法,全效舒緩精華液 Intral Redness Relief Soothing Serum,5.7
Skin Potion,魔力配方,魔力雙B高效濃萃調理菁露 Magic Super B﹢Concentrate Superior Recovery Boosting Treatment,5.7
Skin Potion,魔力配方,魔力雙B全效多元濃縮修護露,5.7
UNT,,抗痘煥膚調理精華液,5.7
swissweda,,全程保濕精純劑 Hydrating Ampoules,5.7
L`OREAL PARiS,巴黎萊雅,新肌源創 活漾精華液 Derma Genesis Essence Concentrate,5.7
DHC,,白金N次方恆采精華露,5.7
FOR BELOVED ONE,寵愛之名,極致保濕玻尿酸精華液(亮肌配方),5.7
Aesop,,大馬士革玫瑰精露 Damascan Rose Facial Treatment,5.7
Aesop,,無油保濕精華露 Oil Free Hydrating Serum,5.7
SHISEIDO,資生堂-國際櫃,優白美白晶華液EX(夜用) UV White Crystallizing Night Essence EX,5.7
LANCOME,蘭蔻,激光煥白亮顏日夜雙精粹,5.6
LANEIGE,蘭芝,超時空新生精華,5.6
Dr. Jart+,,補水吧活泉保濕精華,5.6
FOR BELOVED ONE,寵愛之名,全能抗皺神經醯胺角鯊精華,5.6
DR.WU,達爾膚醫美保養系列,VC微導美白精華液,5.6
UNT,,超能緊俏撫紋精華,5.6
Domohorn Wrinkle,朵茉麗蔻,美活肌精華,5.6
SUNTORY,三得利,vitoas蜜得絲 多效極妍鎖濕菁華,5.6
Hada-Labo,肌研,白潤冰淨毛孔緊緻亮白精華,5.6
JOURDENESS,佐登妮絲,DC原生龍血素,5.6
L`OREAL PARiS,巴黎萊雅,活力緊緻V型超緊緻精華,5.6
BOTANIC by Neogence,博丹時萃,玫瑰水潤保濕菁華,5.6
Dior,迪奧,極效賦活精萃(升級版),5.6
BEVY C.,妝前保養,水潤肌保濕精華 SUPER HYDRO ELIXIR,5.6
,Za,高效潤白 瞬白微粒精華露,5.6
SK-II品牌活動中,,超進化光感煥白精華液 Cellumination Aura Essence,5.6
Paula`s Choice,寶拉珍選,C15抗老淨白強化精萃 RESIST C15 Super Booster,5.6
Biotherm,碧兒泉,三倍極潤保濕精華 AQUASOURCE DEEP SERUM,5.6
Paula`s Choice,寶拉珍選,抗老化A醇極效修護精露 RESIST Intensive Wrinkle-Repair Retinol Serum,5.6
Elizabeth Arden,伊麗莎白雅頓,光纖鑽白淨白修護膠囊,5.6
SANOFI,賽諾菲,維詩朵高濃度玻尿酸水潤除皺精華,5.6
Paradiso Garden,天堂花園,仙履蘭天堂奇蹟露 Paphiopedilum Rejuvenatining Essence,5.6
CHANEL,香奈兒,山茶花保濕精華液 HYDRA BEAUTY SERUM,5.6
KOSE,高絲-專櫃,純肌粹淨化美容液 EX,5.6
Neogence,霓淨思,PLUS C三效瞬白微導精華,5.6
The Body Shop,美體小舖,活顏菁萃煥肌活顏素 Nutriganics Drops of Youth,5.6
L`OREAL PARiS,巴黎萊雅,活力緊緻 極效修復精華,5.6
LANCOME,蘭蔻,超抗痕微整精華 VISIONNAIRE [LR 2412] Advanced Skin Corrector,5.6
CLARINS,克蘭詩,水潤奇肌保濕精華 HydraQuench Intensive Serum Bi-Phase,5.6
Darphin,朵法,活水保濕深層滲透精華液 Hydraskin Intensive Skin-Hydrating Serum,5.6
AVIVA,,完美多元精華液,5.6
FOR BELOVED ONE,寵愛之名,亮白淨化三倍奇蹟全能精華 Melasleep Whitening Triple Action Essence,5.6
Whoo,后,天氣丹華炫重生精華,5.6
Dr.Satin,,魚子精純修復胎盤精華,5.6
shu uemura,植村秀,紅の活妍肌精精華液 red:juvenus intense vitalizing concentrate,5.6
Taiwan Yes,,肌底新生水護精華液,5.6
ENDOCARE,杜克,杜克C精華液15% C-Skin Serum C15,5.6
CLINIQUE,倩碧,全效煥膚明采精華液 Turnaround Concentrate Visible Skin Renewer,5.6
ENDOCARE,杜克,杜克C色素修復加強劑 C-Skin Phyto+ Gel,5.6
yuxia,悠絲亞,AC精華液(紅),5.6
Taiwan Sugar,台糖,玻尿酸高效保濕精華露 Hyaluronic Acid,5.6
LA MER,海洋拉娜,極緻濃縮再生精華,5.6
TAIYEN,台塩生技,膠原蛋白活膚露,5.6
GUERLAIN,嬌蘭,SOS特級修護精華素 SOS Serum Sensitive Or Intolerant Skin,5.6
Prof. TK,,玻尿酸清爽保濕原液,5.5
QV,,QV FACE舒敏燕麥醯胺超涵水保濕精華 QV Face Rescue Gel,5.5
Bio-essence,碧歐斯,24K生物黃金玫瑰精華露 24k Bio Gold Rose gold water,5.5
INNER SKIN,,毛孔緊緻調理精華,5.5
innisfree,,濟州熔岩海洋水保濕精華,5.5
Neogence,霓淨思,全能抗皺彈力膠囊精華(彈力膠囊),5.5
FOR BELOVED ONE,寵愛之名,杏果酸輕煥膚精華,5.5
Sulwhasoo,雪花秀,滋晶雪瀅煥白精萃,5.5
KIEHL`S,契爾氏,藜麥煥膚精華 NIGHTLY REFINING MICRO-PEEL CONCENTRATE,5.5
reSKINZ,蕊肌,淨白極效精華 Whitening Activator Serum,5.5
Tree Baum,森系保養品,白松露極致鎖水精華 Whitening Moisture Essence,5.5
SHISEIDO,資生堂-國際櫃,百優全緊緻立體精萃 BIO-PERFORMANCE LiftDynamic Serum,5.5
Estee Lauder,雅詩蘭黛,超能紅石榴微循環淨化精華,5.5
innisfree,,濟州溫泉泡泡精華,5.5
L`OREAL PARiS,巴黎萊雅,科研淨白深層淨斑精萃,5.5
CHANEL,香奈兒,珍珠光感TXC超美白精華液,5.5
VICHY,薇姿,智慧動能保濕精華 AQUALIA Dynamic Hydration Power Serum,5.5
FOR BELOVED ONE,寵愛之名,玫瑰金膠原蛋白濃縮液 Rose Silk Enriched Collagen Essence,5.5
ALBION,,奇肌修復露 Eclatfutur,5.5
E-CHTUN,藝群,FreeVenus膚麗維納斯玻尿酸精華液,5.5
LANEIGE,蘭芝,超時空彈力新生精華 Time Freeze Essence,5.5
Mdmmd.,明洞國際,美白活膚雙效睡眠精華,5.5
Nature Tree,,美白濃縮精華液,5.5
GARNIeR,卡尼爾,專業淡斑精華,5.5
EJG,伊澤靚,杏仁酸植萃精華液7% Mandelic Acid Extracts,5.5
It`s Skin,伊思,能量10長效鎖水精華液GF Power 10 Formula GF Effector,5.5
LOVEISDERMA,愛斯德瑪,賽絡美胜肽保濕精華液 Hydrating AH3,5.5
Dr.Douxi,朵璽,頂級深效賦活蝸牛精華,5.5
belif,,匈牙利女王保濕水精華 Hungarian water essence,5.5
L`OREAL PARiS,巴黎萊雅,完美淨白 光波亮白鐳射淡斑精華,5.5
SHISEIDO,資生堂-國際櫃,美透白集中淡斑精華素+,5.5
WSPA,英爵醫美,光療保濕精華 Sensitive Hydrating Serum,5.5
Estee Lauder,雅詩蘭黛,完美聚焦修護勻亮精華,5.5
Skincode,仕馨蔻德,ACR活顏美肌精華膠囊 Cellular Perfect Skin Capsules,5.5
L`ERBOLARIO,蕾莉歐,海藻膠原蛋白保濕液 Multi-Active Serum,5.5
Morgan`s,,三倍薔薇皇家精質精華液 Morgan's Royal Rose Trio Serum,5.5
am+pm skincare,,pm夜間加濕10倍精華素 Night time sos skin humidifier x 10,5.5
LA MER,海洋拉娜,賦活再生精萃 The Regenerating Serum,5.5
LOVEISDERMA,愛斯德瑪,瞬效保濕精華液 (亮肌清爽配方) HYDRAMAX SERUM,5.5
Hada-Labo,肌研,極潤保濕美容液,5.5
envie de neuf,茵蝶,富勒烯極致潤澤精華 Fullerene C60 Youth Recruit Complex,5.5
Dior,迪奧,水彈力保濕精華凝露 Hydra Life Essence-in Milk,5.5
Avene,雅漾,長效保濕精華液 Soothing Serum,5.5
AQUA LABEL,水之印,晶透白去黑精華 Bright White EX,5.5
IPSA,茵芙莎,美白美膚精華,5.5
Biotherm,碧兒泉,超水元素激活精華 Source Therapie Superactive,5.5
KIEHL`S,契爾氏,10.5高效撫紋精華 Powerful-Strength Line-Reducing Concentrate,5.5
Elizabeth Arden,伊麗莎白雅頓,抗老化配方,5.5
Elizabeth Arden,伊麗莎白雅頓,絲亮白純C膠囊 Pure Intensive Capsules,5.5
Mad Hippie,,維生素C8種活萃亮顏精華 SAP Vitamin C Serum with 8 Actives,5.4
SOFINA,蘇菲娜,潤白美膚水澪白菁華升級版,5.4
GIORGIO ARMANI,亞曼尼,訂製光保濕亮顏露,5.4
L`OREAL PARiS,巴黎萊雅,水清新葡萄籽雙重活膚保濕精華,5.4
shu uemura,植村秀,新˙光燦新肌粹,5.4
innisfree,,濟州石榴活妍美膚精華,5.4
THE FACE SHOP,菲詩小舖,義萃肌源奇蹟精露,5.4
ROHTO,日本樂敦,高純度維他命C亮白精華,5.4
Neogence,霓淨思,杏葡酸肌光煥采精華,5.4
Bio-essence,碧歐斯,燕窩胜肽微膠囊彈潤精華,5.4
ORBIS,,和漢淨肌保濕液L,5.4
Estee Lauder,雅詩蘭黛,極淨光透白修護精華,5.4
innisfree,,發酵豆能量煥顏活膚精華,5.4
THE FACE SHOP,菲詩小舖,胚芽籽深層淨白活顏精露,5.4
Neogence,霓淨思,Plus C煥白能量精華,5.4
Estee Lauder,雅詩蘭黛,紅石榴超能晶萃 Nutritious Rosy Prism&#8482 Radiant Essence,5.4
CLINIQUE,倩碧,"新一代深層活化奇激光三效修護露 Repairwear Laser Focus Smooths, Restores, Corrects",5.4
UNT,,頂級玻尿酸循環保濕精華(奢華),5.4
cle de peau Beaute,肌膚之鑰,精質激活菁萃 the serum,5.4
Bio-essence,碧歐斯,神奇亮膚精華含蜂王漿及ATP,5.4
BEVY C.,妝前保養,極淬美白精華 WHITE UP ESSENCE,5.4
Biotherm,碧兒泉,深海奇肌修護精華,5.4
Biotherm,碧兒泉,三效美白精華,5.4
la prairie,,黃鑽魚子緊俏V顏菁露 la prairie Skin Caviar Liquid Lift,5.4
,+ONE%歐恩伊,微元素奇蹟保濕精華液,5.4
GUERLAIN,嬌蘭,藍金水合基底精華(一般版),5.4
ESSONCE,,角鯊烷透氧再生精華 squalane oxygen regenerating essence,5.4
PAUL&JOE,,橙花瓊漿保濕精華液 TREATMENT SERUM,5.4
Biotherm,碧兒泉,超水元素礦能修護精粹 SOURCE THERAPIE 7,5.4
SHISEIDO,資生堂-東京櫃,敏感話題亮白精華液 Whitening Clear Essence,5.4
L`OREAL PARiS,巴黎萊雅,完美淨白極亮雙效精華,5.4
Skin Potion,魔力配方,深效補給凝萃,5.4
Paula`s Choice,寶拉珍選,全方位抗氧化精華液 Super Antioxidant Concentrate,5.4
FOR BELOVED ONE,寵愛之名,維他命C全效亮白精華液,5.4
Jurlique,茱莉蔻,全能菁露 Skin Balancing Face Oil,5.4
Whoo,后,天氣丹津率原液 JIN YUL JINAEK,5.4
DHC,,維他命C亮采精華 DHC V/C Essence,5.4
Kanebo,佳麗寶-專櫃,精純提拉美容晶,5.4
SKINFOOD,,水蜜桃清酒緊緻精華液,5.4
SISLEY,希思黎,抗皺活膚除皺精華 Sisleya Daily Line Reducer,5.4
Dior,迪奧,逆時全效無痕精華 Multi-Perfection Concentrated Serum,5.4
Dior,迪奧,嫩白修護精華,5.4
BURT`S BEES,小蜜蜂爺爺,美顏晶露 Repair Serum,5.4
OGUMA,水美媒,I.C.E.綜合離子菁華 Ion Complex Elite,5.4
Mad Hippie,,白藜蘆醇13種活萃保濕精華,5.3
Neogence,霓淨思,玻尿酸舒緩修護精華,5.3
Neogence,霓淨思,純植萃角鯊烷原液100%,5.3
belif,,千葉玫瑰活妍能量精露,5.3
Fees,法緻,ELEVER無限活氧抗痕精華,5.3
Paula`s Choice,寶拉珍選,10%B3毛孔調理美白精萃,5.3
DR.WU,達爾膚醫美保養系列,VC微導美白淡斑精華,5.3
Dr.Satin,,魚子角鯊奇蹟修復菁萃,5.3
Curel,珂潤,屏護力保濕鎖水精華,5.3
The Body Shop,美體小舖,極緻活顏煥肌活顏素,5.3
Neutrogena,露得清,水活新生精華,5.3
Nature Tree,,保濕濃縮精華液 Plus+ Moisture Essence,5.3
ERNO LASZLO,奧倫納素,肌透光白精華 White Marble Radiance Emulsion,5.3
SHISEIDO,資生堂-國際櫃,全效抗痕淨斑白金萃 VITAL-PERFECTION White Circulator Serum,5.3
rienchel,芮沁,極潤DNA優導精華,5.3
Dior,迪奧,逆時完美再造精華 Capture Totale Serum,5.3
OLAY,歐蕾,新生肌源青春精華露,5.3
L`EGERE,蘭吉兒,97%蝸牛保濕精華露,5.3
IPSA,茵芙莎,肌能補充膠囊,5.3
BOTANIC by Neogence,博丹時萃,雪絨花修護菁華 Edelweiss Rejuvenation Serum,5.3
DERMA FORMULA,美肌醫生,玻尿酸活氧保濕精華plus,5.3
GUERLAIN,嬌蘭,淨斑美白精華液,5.3
DMS,,維他命原B5 D-Panthenol,5.3
SHISEIDO,資生堂-東京櫃,彈潤肌密高濃縮緊緻精華,5.3
WHITE FORMULA,自白肌,傳明酸美白精華,5.3
OLAY,歐蕾,高效透白淡斑精華,5.3
Dr. Hsieh,達特醫,5%杏仁酸深層煥膚精華 5% Mandelic Acid Home-Peeling Liquid,5.3
KOSE,高絲-專櫃,R‧C30奇肌精華,5.3
Whoo,后,拱辰享超效水凝精華,5.3
SwissVita,薇佳,微晶3D全能精華,5.3
ASTALIFT,,滲透還原精華 ASTALIFT JELLY AQUARYSTA,5.3
GUERLAIN,嬌蘭,珍珠極光恆白精華 P.E.A.R.L. DROP WHITENING ESSENCE,5.3
WSPA,英爵醫美,激光鑽白精華 Laser Whitening Serum,5.3
CLINIQUE,倩碧,全效煥膚明采極效精華 Turnaround Concentrate Extra Radiance Renewer,5.3
DR.WU,達爾膚醫美保養系列,毛孔緊緻彈力精華 ACNECUR PORE REFINING SERUM WITH EVERMAT,5.3
ORBIS,,和漢淨肌淨痘美容液 CLEAR ACNE SPOTS,5.3
SHISEIDO,資生堂-國際櫃,百優瞬效新生彈力精華 BIO-PERFORMANCE SUPER CORRECTIVE SERUM,5.3
Estee Lauder,雅詩蘭黛,水奇蹟修護保濕精華 Hydrationist Moisture Barrier Fortifier,5.3
Avene,雅漾,密集美白精華液 Avene Whitening Essence,5.3
UNT,,無限再造肌因精華液 PRODIGE,5.3
A.Y.E.,,1% C60 瞬效抗皺淨白精華露 Anti-wrinkle refinishing serum,5.3
FOR BELOVED ONE,寵愛之名,高效抗皺角鯊精華 Active Anti-Wrinkles Squalane Serum,5.3
OLAY,歐蕾,透視美白精華露,5.3
LANCOME,蘭蔻,360°超瞬白精華 BLANC EXPERT GN-WHITETM Generating New Whiteness Spot Eraser,5.3
MOMUS,,驅痘無痕精華液 Anti-Ance & Whitening Essence,5.3
Elizabeth Arden,伊麗莎白雅頓,天使白純C導航膠囊 Fortifying Capsules,5.3
HABA,,純海角鯊精純液 SQUALANE,6.2
DR.WU,達爾膚醫美保養系列,角鯊潤澤修復精華(升級版) INTENSIVE REPAIRING SERUM WITH SQUALANE,6.1
shu uemura,植村秀,極上光完美精華油,6.1
DR.WU,達爾膚醫美保養系列,角鯊潤澤全能護理油,6.1
YSL,聖羅蘭,逆齡肌密抗痕修護精華油,6.1
Trilogy,,有機全效純玫瑰果油 Certified organic rosehip oil,6.1
ESCENTS,伊聖詩,無理頭精油棒 Headache Relief Roll-on,6.1
SK-II品牌活動中,,青春修護精萃油,6.0
DR.WU,達爾膚醫美保養系列,角鯊潤澤修復精華 INTENSIVE REPAIRING SERUM WITH SQUALANE,6.0
LANEIGE,蘭芝,水酷肌因雙萃滋養精華油 Water Bank Double Layering Oil,5.9
Greenvines,綠藤生機,奇蹟辣木油,5.9
LANCOME,蘭蔻,絕對完美極緻活化玫瑰油精粹 ABSOLUE PRECIOUS OIL,5.9
GUERLAIN,嬌蘭,皇家蜂王乳平衡油,5.9
Darphin,朵法,甘菊芳香精露(有機) Chamomile Aromatic Care,5.9
HABA,,美白C鯊烯精純液 WHITENING SQUALANE,5.9
GUERLAIN,嬌蘭,皇家蜂王乳平衡油,5.8
HABA,,植萃角鯊精純液 SQUALANE II,5.8
SHISEIDO,資生堂-國際櫃,時空琉璃御藏美容油精萃 FUTURE SOLUTIONS Replenishing Treatment Oil,5.8
The Body Shop,美體小舖,維他命E修護菁萃油,5.8
su:m37,甦秘,青春奇蹟活酵肌秘精萃油,5.7
DERMA FORMULA,美肌醫生,植萃逆齡精華油,5.7
BOBBI BROWN,芭比波朗,晶鑽桂馥保濕護膚油,5.6
,自然之名,雪玫瑰植粹全能精華油,5.5
UNT,,天然肌密青春油 ORIGINAL VITALITY NATURAL NOURISHING OIL,5.5
FANCL,,植物精華油 BOTANICAL PURE OIL,5.5
DHC,,純橄情煥采精華 Olive Virgin Oil,5.5
DeRigin,,潤・植萃角鯊精露,5.4
The Body Shop,美體小舖,煥顏金萃精華油 Intensely Revitalising Facial Oil,5.3
Dr.Douxi,朵璽,全效修護精華油,5.3
Chantecaille,香緹卡,五月玫瑰花妍極萃精華油 Rose de Mai Face Oil,5.3
Melvita,蜜葳特,歐盟BIO粉光透彈力雙效露,5.3
Melvita,蜜葳特,摩洛哥堅果油 ARGAN OIL,5.3
Kanebo,佳麗寶-專櫃,精純晶摩油 Oil Essence Concentrate,5.3
Darphin,朵法,玫瑰芳香精露(有機) Rose Aromatic Care,5.3
CLARINS,克蘭詩,蘭花面部護理油 Face Treatment Oil Blue Orchid,5.3
Paula`s Choice,寶拉珍選,特潤植萃精華油,5.2
Estee Lauder,雅詩蘭黛,超能紅石榴微循環精萃油 Radiant Vitality Essence Oil,5.2
FOR BELOVED ONE,寵愛之名,神經醯胺精華輕油 Facial Lifting Ceramide Oil,5.1
L'OCCITANE,歐舒丹,蠟菊賦活金萃油,5.1
NRK essential,,NRK玫瑰果抗皺精華油,5.1
Neal`s Yard Remedies,尼爾氏香芬庭園,[海外販售] 玫瑰光澤透亮面油 Rose Facial Oil,5.1
RMK,,W舒壓菁萃油(柑橙香氛) W Treatment Oil,5.0
Cosme Decorte,黛珂,舒顏純淨按摩油N,5.0
ESCENTS,伊聖詩,推拿大師精油棒 Muscle Relief Roll-on,5.0
L'OCCITANE,歐舒丹,乳油木保濕修護油,4.9
LA MER,海洋拉娜,修護精華油,4.9
ALBION,,黃金凝萃精華油 GOLDEN HERBAL OIL,4.9
evolu,艾芙洛,有機精淬野玫瑰果油 Certified Organic Rosehip Oil,4.9
ESCENTS,伊聖詩,戀戀情深精油棒 Love Roll-on,4.9
SHISEIDO,資生堂-東京櫃,驅黑淨白亮膚美容油,4.8
PAUL&JOE,,橙花舒顏按摩油,4.8
ESCENTS,伊聖詩,憐香惜玉精油棒 Feminine Cycles Roll-on,4.8
Decleor,思妍麗,芳香植物美容油,4.8
Neal`s Yard Remedies,尼爾氏香芬庭園,玫瑰保濕精露,4.7
Dior,迪奧,精萃再生皇后玫瑰精露  L’huile souveraine,4.7
belif,,紅石榴多酚能量精露 The true facial oil,4.7
CLARINS,克蘭詩,蓮花面部護理油 Face Treatment Oil Lotus,4.7
LHAMOUR,,玫瑰果美顏油 Rosehip Facial Oil,4.6
LANCOME,蘭蔻,絕對完美黑鑽精華油 ABSOLUE L`EXTRAIT ULTIMATE ESSENCE,4.6
